所屬業管機關,業者編號,卡號,電子票證卡種,持卡身分,票種類型,票種次類型,搭乘路線代碼,搭乘路線名稱,搭乘附屬路線代碼,搭乘附屬路線名稱,搭乘公車路線方向,公車路線計費方式[0: ODFares 上下車刷卡格式; 1: ODTapOnceFares 上車刷卡格式; 2: StageFares 區間收費格式],上車站牌代碼,上車站牌名稱,上車計費站序資料,刷卡上車時間,下車站牌代碼,下車站牌名稱,下車站牌站序,刷卡下車時間,收費價格,優惠額度,轉乘代碼紀錄,優惠資訊,實際支付價格,是否包含異常值(係指上下站值為-99或上下車時間為1970-01-01 00:00:00之情況),檢核錯誤代碼[-2: 未經二階段檢核; -1: 路線資訊錯誤; 0: 驗證通過; 1: 站牌或站位資訊錯誤; 2: 業者與路線資訊不匹配; 3: 路線、站牌與業者資訊不匹配],檢核結果[0: 值域或各式檢核未通過; 1: 值域各式檢核通過但包含異常值; 2: 代碼或邏輯檢核未通過; 3: 值域格式及代碼邏輯皆通過],原始票證筆數,來源端平台資料更新時間(yyyy-MM-dd HH:mm:ss),本平台資料更新時間(yyyy-MM-dd HH:mm:ss),資料代表日期(yyyy-MM-dd)
Authority,OperatorNo,ID,IDType,HolderType,TicketType,SubTicketType,RouteUID,RouteName,SubRouteUID,SubRouteName,Direction,FarePricingType,BoardingStopUID,BoardingStopName,BoardingStopSequence,BoardingTime,DeboardingStopUID,DeboardingStopName,DeboardingStopSequence,DeboardingTime,Price,Discount,TransferCode,DiscountInfo,PaymentPrice,IsAbnormal,ErrorCode,Result,TicketCount,SrcUpdateTime,UpdateTime,InfoDate
Kaohsiung,1307,d668a760a75a901ea672807f0d9a28fa5fd13f6880635aef7a8aa01aa87bec62,iPASS,C09,4,#KHH-399,KHH8506,8506,KHH8506,8506,1,0,KHH108506178812,移民署,2,2024-07-31 08:00:00,KHH108506148252,義大世界站,21,2024-07-31 09:00:00,100.0,100.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,6ea029dc32444b382000bea72535eeda7836d1edde71f4831772fbfb8e220f54,EasyCard,A,1,,KHH8506,8506,KHH8506,8506,0,0,KHH108506131461,購物廣場站,2,2024-07-31 10:00:00,KHH10850688601,捷運青埔站,11,2024-07-31 10:00:00,46.0,0.0,,,46.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,7a5a414d74f73eb8e62e7e8a04f7f3036dd7b449c4220292072ee05c16bd3174,iPASS,B,1,,KHH8506,8506,KHH8506,8506,0,0,KHH108506115971,中山路(中正路口),5,2024-07-31 16:00:00,KHH108506116001,楠梓國中,9,2024-07-31 16:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,277b24d91ca8b424b009def4fb059aa6ccadf27a094d82aa56ea512e99e1a00a,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 14:00:00,KHH100503191972,樹德科技大學(橫山路),4,2024-07-31 14:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,6845f3e79ded8235697212500cecba33b349d008a8b2049c9d4c912b359d9c05,iPASS,B,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 12:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 13:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ff586293733823b7783ef5fe84aa1d28e8e79ee955469a68ffec46570dfa82d3,iPASS,A,1,,KHH8506,8506,KHH8506,8506,0,0,KHH108506148261,義大世界站,1,2024-07-31 18:00:00,KHH108506115981,高雄少年法院,6,2024-07-31 18:00:00,39.0,0.0,,,39.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,b2e25f12eb81cec695509f20f139ccf708d93a5d396512eea8f52f5c2b6dc96f,iPASS,B,1,,KHH8506,8506,KHH8506,8506,0,0,KHH108506131461,購物廣場站,2,2024-07-31 18:00:00,KHH108506115971,中山路(中正路口),5,2024-07-31 18:00:00,27.0,0.0,,,27.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,4b1d0b9485f5a6338c3cfaf70282275cc4fa4123f709c3375e63ed99a54beb97,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 18:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 19:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,8c7d8b9b02b7c2e79eaa41d0b551a0c68ae4244c2140a13098f0f05012919228,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 18:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 19:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,8949630b864bff583c80ab365c9cf55a4aff94e1266f5e7daad2ab8f8216cd33,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 08:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 09:00:00,34.0,34.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,b1d1d187be24164872fe2ab5c8f97b2be886269c05201be8b36c6c419dbd0b74,iPASS,C09,4,#KHH-399,KHH8504,8504,KHH8504,8504,1,0,KHH108504131722,曹公路,6,2024-07-31 09:00:00,KHH108504148252,義大世界站,22,2024-07-31 10:00:00,77.0,77.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,f4965f36bf51569cc7e46a1c8756077f115b4a6328462723afc3016385e6f0e2,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 16:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 17:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,1f37b0e92272df929498d3efaf12c6ed85a30feb07e95422e4860f6ca0212779,iPASS,C02,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501131421,仁林路口(澄觀路二段),5,2024-07-31 13:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 13:00:00,13.0,13.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ae236679d66c19876387e0b8a1b1fd0d09e6a884b7aa456f5b7d2d7612f98f1e,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 18:00:00,KHH108501131452,購物廣場站,6,2024-07-31 19:00:00,60.0,60.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,837be6de6a708f8257acea4bcad77053b69795099aae8888256e86d1115d426c,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 15:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 16:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,288bf104c3a62a693acdd7f167adddd1ee14883229d99fe660271cb909665fdc,iPASS,B,1,,KHH8502,8502,KHH8502,8502,0,0,KHH10850292681,仁雄澄合街口,12,2024-07-31 14:00:00,KHH10850262021,義享天地,27,2024-07-31 14:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,5c41688ef03fba2acfb8d9a688c94815551877e52d62496d60df9e4f5cf18c86,iPASS,B,1,,KHH8502,8502,KHH8502,8502,1,0,KHH108502136582,金獅湖站,17,2024-07-31 18:00:00,KHH10850251962,仁德街口(中華路),29,2024-07-31 18:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,4b228611b7151ea15cf37c18fbf64f542485d4e8b2ca5ebf50a7d4ddd7d3712a,iPASS,C01,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503123451,高雄看守所,3,2024-07-31 15:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 16:00:00,18.0,18.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,4c91ac60ea786a9c08d9f981ac1b660c21034dac09f67ad0523f0cfaffde84d5,EasyCard,B,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 17:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 17:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,c35bfcf2b4d02d651b68367860206bac0ed3e1cd4c2c9b9e429444c9ae35fd61,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 08:00:00,KHH108501148252,義大世界站,7,2024-07-31 09:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,7b5b2cdf12a49165070e22bf04da38e29b720354a99b604044da1525162bae42,iPASS,B,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 16:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 17:00:00,20.0,0.0,,,20.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,c9272e32000ede7d02610de5c905176583a3b5cd680e47c72d11dd51054cd09d,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 13:00:00,KHH108501131452,購物廣場站,6,2024-07-31 14:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,c8df1e3820d11ca064d9a934eb664a0f15b0d22d8b136ec00ad89ddeab8d9ceb,EasyCard,A,1,,KHH8506,8506,KHH8506,8506,1,0,KHH108506118172,臺鐵岡山車站(捷運岡山車站),1,2024-07-31 12:00:00,KHH108506115952,購物廣場站,20,2024-07-31 13:00:00,71.0,11.0,,03,60.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,201a684774db54020aaad8a761b71a176dab4741f83d38871fd1763d407bb896,iPASS,A,1,,KHH8502,8502,KHH8502,8502,1,0,KHH108502192212,捷運巨蛋站(篤敬路口),6,2024-07-31 11:00:00,KHH108502184432,大灣,23,2024-07-31 12:00:00,27.0,0.0,,,27.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,10bc1e6abb0f109d1d7fee2d9ac0ffb845998ad6144ff4b0ae71feedd53a7ae2,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 18:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 19:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,f01d768d8b5f622965c6133c6348ae120bf0378c8f4eadbe7293ad5f2bc1987d,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 20:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 21:00:00,60.0,60.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,e1b19a3432999e449a0942226f978bbf90d5750042f13454ee32c9ce9d459a04,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8505,8505,KHH8505,8505,1,0,KHH10850582512,捷運苓雅運動園區站,11,2024-07-31 16:00:00,KHH108505148252,義大世界站,16,2024-07-31 17:00:00,42.0,42.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,047ba5abfa7da81981fcf0b37b9a9b889755ca878fdc3ba34e29f4249019bf42,EasyCard,B,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 10:00:00,KHH108501131452,購物廣場站,6,2024-07-31 10:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,1615095efbc53f6a38b6c7aa92f477f21d4303b24b48aff9646c04d10394a1b2,EasyCard,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 11:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 11:00:00,36.0,12.0,,03,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,69928ff702825a5dd62c0c747a7dd35059f3700bdfe84ecb3887425a10926bc2,iPASS,C09,4,#KHH-399,KHH8506,8506,KHH8506,8506,0,0,KHH108506131461,購物廣場站,2,2024-07-31 19:00:00,KHH108506191591,大社果菜市場,4,2024-07-31 19:00:00,52.0,52.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,349ef1d34dbc37b1ab234c3455c4eca41353d623d0565d63e3d090a76f985537,iPASS,C09,4,#KHH-399,KHH8503,8503,KHH8503,8503,0,0,KHH108503131461,購物廣場站,2,2024-07-31 17:00:00,KHH10850327151,臺鐵科工館站,12,2024-07-31 18:00:00,82.0,82.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,3d8f8bb851e05ae713c4822cf7533906375c4833617cf9303b84c9b45a6e2715,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH108501145442,博愛三路口,2,2024-07-31 07:00:00,KHH108501131452,購物廣場站,6,2024-07-31 08:00:00,57.0,57.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a1cc206dfc8a38e7498b5d6713557fbde617898607ccc2c5d456893a79611747,EasyCard,A,1,,KHH8506,8506,KHH8506,8506,1,0,KHH108506115922,楠梓火車站,15,2024-07-31 15:00:00,KHH108506115952,購物廣場站,20,2024-07-31 15:00:00,36.0,0.0,,,36.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,9eefe1212bb3d2b4d7331842a86e30cbfd56259c5770fb34a3abb62b8665969f,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 07:00:00,KHH108501148252,義大世界站,7,2024-07-31 07:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,45329d4124a445fbf8f71e28e32618731084be305129332219c63a4e09ad6486,iPASS,A,1,,KHH8503,8503,KHH8503,8503,1,0,KHH10850327142,臺鐵科工館站,7,2024-07-31 10:00:00,KHH108503148252,義大世界站,18,2024-07-31 10:00:00,60.0,0.0,,,60.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,f984d09f9f4659266b995a0ef8474c1a52d56602951896ae679b9cd1ce596abf,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 15:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 16:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,715bad26f07d313c946d5b70217bf4b3834e8943ac098495d5b14324d7137777,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 17:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 18:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,0067fd2dc76fcf42b5fa19b423a422689d32b1b9837e6f500d722b2e3ff748a3,iPASS,B,1,,KHH8502,8502,KHH8502,8502,0,0,KHH108502120521,大昌醫院,21,2024-07-31 09:00:00,KHH108502192281,大樂民族店,22,2024-07-31 09:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,7a5e1299717b88cd348c53ecab0b5b3a4688cc7a3caafebb0fa90d0d813ba4af,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 21:00:00,KHH108501131452,購物廣場站,6,2024-07-31 22:00:00,60.0,60.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,63c83cbb4be74fb966be845cbf0968689feb1df614a99c0390665aa96477bcc5,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 17:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 18:00:00,34.0,34.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,1561e8a98744080af2cb58feac5873d9439487a0d8ada4ade8ebe06a48014aa3,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 13:00:00,KHH108501148252,義大世界站,7,2024-07-31 14:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,47c05c2dfceff042d3475083a8e8838fcc6eba95e5b3122223f98b0165cae532,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 17:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 17:00:00,34.0,34.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,5319925d0ceac3bebd9d6f4a3283d03468ddda7b3678aba25c9b7632eb0165dc,iPASS,B,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 21:00:00,KHH108501131452,購物廣場站,6,2024-07-31 21:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,91d52bfbeca07b980dae57decc194dee45682942f75785d7deab7dfacc1e8244,EasyCard,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 18:00:00,KHH100503123441,博愛三路口,2,2024-07-31 19:00:00,36.0,12.0,,03,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,5e628d45a9a82e2e6b0785b835cffb2435c64e5a21d94970f817f5c55304213c,iPASS,B,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 20:00:00,KHH108501131452,購物廣場站,6,2024-07-31 20:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,335b9d9204b1b6b744f6c24b8bfb9485123ac4e70ad1a592f9a642b6b88a8467,EasyCard,B,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 11:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 12:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,8b54c8d1286be496196c7cb2b0336e08b13b79f96437a0e5c0c759689ef6faf1,iPASS,A,1,,KHH8502,8502,KHH8502,8502,0,0,KHH10850284521,慈惠堂,14,2024-07-31 10:00:00,KHH108502192161,美術東四路口(明誠四路),34,2024-07-31 11:00:00,31.0,0.0,,,31.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,27dc49daead4faae3479c865ea20ee012fd1ee4cadfea4843fdd74c3cfe45106,iPASS,A,1,,KHH8506,8506,KHH8506,8506,0,0,KHH108506148261,義大世界站,1,2024-07-31 17:00:00,KHH108506115971,中山路(中正路口),5,2024-07-31 18:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,c8faf4724030829b178cdfd03193ec159f17b28417978d8a90e43fd5d972878b,PaymentID,C09,4,#KHH-MaaS_30D399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 07:00:00,KHH100503123372,義大醫院,1,2024-07-31 07:00:00,24.0,24.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,3b19055557a6aa5e5ba34359840c45fd33abc19ede87cf6f3b4c7d95c7ebe133,iPASS,A,1,,KHH8502,8502,KHH8502,8502,0,0,KHH108502192281,大樂民族店,22,2024-07-31 17:00:00,KHH108502192161,美術東四路口(明誠四路),34,2024-07-31 17:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,12150c1c6fa32e68745c13e6e34ad3f01791cba3f032101c6d1ff31295f5782b,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 08:00:00,KHH108501148252,義大世界站,7,2024-07-31 09:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,b428f03cf273421698a0845d54a8306b5827b852c6cff9eaa053182cb410d593,iPASS,A,1,,KHH8503,8503,KHH8503,8503,0,0,KHH108503148261,義大世界站,1,2024-07-31 17:00:00,KHH10850327151,臺鐵科工館站,12,2024-07-31 18:00:00,60.0,0.0,,,60.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,24dec7e7eb9dd45c838b348a505d784c97a11726aaa306489cd59d2685f1cfb8,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 15:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 16:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ef108b7c834f9f913f09943e681f8c82937c9fe1ac78ad081d8213ef91e93cb2,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 17:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 18:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,333c07885fedd977b8c604be1e601bd926beadd8a7e40369467b5117d0340323,iPASS,C09,4,#SOU-999,KHH8504,8504,KHH8504,8504,1,0,KHH108504107762,臺鐵鳳山站,7,2024-07-31 08:00:00,KHH108504148252,義大世界站,22,2024-07-31 09:00:00,74.0,74.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,c00f0804962cb717c745fdd106facd0d6dee6ff1d2b476cd70da6bd89c58fc24,EasyCard,C01,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 14:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 14:00:00,17.0,0.0,,,17.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,35b20e502182b398c110b093f0ae832888ffc6bd37599cad5fbc22d479494c24,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 23:00:00,KHH108501131452,購物廣場站,6,2024-07-31 23:00:00,34.0,34.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,554710c6b4c1e5e82a8d019c9ea7f92754e941c5010cb526d32beaa360db88c6,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 17:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 18:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,9240cd77eca3ec35a9191b66cc37f69a3467d6a4aacb3575dd6650710d0c08ce,EasyCard,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503123401,樹德科技大學(校區),4,2024-07-31 16:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 17:00:00,36.0,12.0,,03,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,55ed652958f5ae708679247c558537e773c7543eab8ae709da1c428e0084cca5,iPASS,A,1,,KHH8506,8506,KHH8506,8506,1,0,KHH108506115922,楠梓火車站,15,2024-07-31 13:00:00,KHH108506148252,義大世界站,21,2024-07-31 14:00:00,43.0,0.0,,,43.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
