旅次日期,旅次時段(Ex: 12表示為12時00分至12時59分),票證分類 (N-IC: 非電子票證; IC: 電子票證),電子票證卡種,持卡身分,起站代碼,起站中文名稱,迄站代碼,迄站中文名稱,旅運量,資料代表日期(yyyy-MM-dd)
TripDate,TripHour,TicketClass,IDType,HolderType,OriginStationID,OriginStationName,DestinationStationID,DestinationStationName,Volume,InfoDate
2024/5/31,18,IC,icash,A,R24,岡山高醫                ,O10,衛武營                 ,1,2024/5/31
2024/5/31,20,N-IC,,,R11,高雄車站,R9,中央公園,2,2024/5/31
2024/5/31,12,IC,iPASS,A,O8,五塊厝,O13,大東,1,2024/5/31
2024/5/31,9,IC,iPASS,C02,R14,巨蛋                  ,R11,高雄車站                ,1,2024/5/31
2024/5/31,13,N-IC,,,R18,油廠國小,R14,巨蛋,1,2024/5/31
2024/5/31,16,IC,iPASS,A,O7,文化中心                ,R7,獅甲                  ,9,2024/5/31
2024/5/31,18,IC,iPASS,A,R6,凱旋                  ,O10,衛武營                 ,2,2024/5/31
2024/5/31,17,IC,iPASS,B,R9,中央公園                ,O5/R10,美麗島                 ,11,2024/5/31
2024/5/31,10,IC,iPASS,A,O13,大東,R7,獅甲,1,2024/5/31
2024/5/31,16,IC,iPASS,B,O5/R10,美麗島                 ,R5,前鎮高中                ,2,2024/5/31
2024/5/31,11,IC,EasyCard,A,R7,獅甲                  ,R4,高雄國際機場              ,5,2024/5/31
2024/5/31,13,IC,iPASS,A,O14,鳳山國中                ,O10,衛武營                 ,3,2024/5/31
2024/5/31,8,IC,iPASS,C02,R3,小港                  ,R14,巨蛋                  ,1,2024/5/31
2024/5/31,16,N-IC,,,O10,衛武營,O12,鳳山,2,2024/5/31
2024/5/31,21,IC,iPASS,B,R4A,草衙                  ,O10,衛武營                 ,1,2024/5/31
2024/5/31,17,IC,iPASS,C02,R19,楠梓科技園區              ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,9,IC,iPASS,A,O5/R10,美麗島                 ,O1,哈瑪星                 ,1,2024/5/31
2024/5/31,13,N-IC,,,O9,苓雅運動園區,O14,鳳山國中,1,2024/5/31
2024/5/31,7,IC,iPASS,B,O2,鹽埕埔,R5,前鎮高中,3,2024/5/31
2024/5/31,21,IC,EasyCard,A,OT1,大寮                  ,R14,巨蛋                  ,2,2024/5/31
2024/5/31,9,IC,iPASS,A,OT1,大寮,O1,哈瑪星,5,2024/5/31
2024/5/31,16,IC,iPASS,A,O6,信義國小,O14,鳳山國中,4,2024/5/31
2024/5/31,23,IC,icash,A,R8,三多商圈                ,R14,巨蛋                  ,1,2024/5/31
2024/5/31,13,N-IC,,,R4,高雄國際機場,O9,苓雅運動園區,1,2024/5/31
2024/5/31,21,IC,iPASS,C02,O2,鹽埕埔                 ,O13,大東                  ,1,2024/5/31
2024/5/31,15,IC,iPASS,B,R8,三多商圈                ,O6,信義國小                ,1,2024/5/31
2024/5/31,14,IC,iPASS,A,R13,凹子底                 ,R18,油廠國小                ,2,2024/5/31
2024/5/31,15,IC,iPASS,C01,R16,左營                  ,O13,大東                  ,1,2024/5/31
2024/5/31,8,IC,iPASS,A,O5/R10,美麗島,R16,左營,15,2024/5/31
2024/5/31,17,IC,iPASS,A,R11,高雄車站                ,O14,鳳山國中                ,1,2024/5/31
2024/5/31,23,IC,iPASS,A,R3,小港,R15,生態園區,4,2024/5/31
2024/5/31,11,IC,iPASS,B,R23,橋頭火車站,O5/R10,美麗島,1,2024/5/31
2024/5/31,18,IC,iPASS,A,R7,獅甲,O13,大東,3,2024/5/31
2024/5/31,21,N-IC,,,R14,巨蛋,O10,衛武營,1,2024/5/31
2024/5/31,22,IC,EasyCard,A,O5/R10,美麗島                 ,OT1,大寮                  ,1,2024/5/31
2024/5/31,8,IC,EasyCard,C01,OT1,大寮                  ,R11,高雄車站                ,1,2024/5/31
2024/5/31,12,IC,iPASS,A,R20,後勁                  ,R8,三多商圈                ,1,2024/5/31
2024/5/31,11,IC,iPASS,A,R14,巨蛋,R3,小港,1,2024/5/31
2024/5/31,18,IC,EasyCard,A,O5/R10,美麗島                 ,O10,衛武營                 ,7,2024/5/31
2024/5/31,11,IC,iPASS,C01,R6,凱旋                  ,R14,巨蛋                  ,6,2024/5/31
2024/5/31,12,IC,iPASS,C01,R13,凹子底                 ,R11,高雄車站                ,2,2024/5/31
2024/5/31,17,IC,iPASS,A,O10,衛武營,O13,大東,1,2024/5/31
2024/5/31,15,N-IC,,,R5,前鎮高中,R13,凹子底,1,2024/5/31
2024/5/31,13,IC,EasyCard,A,O12,鳳山                  ,R11,高雄車站                ,1,2024/5/31
2024/5/31,22,IC,EasyCard,B,R12,後驛                  ,R11,高雄車站                ,1,2024/5/31
2024/5/31,22,IC,iPASS,A,R6,凱旋,R15,生態園區,3,2024/5/31
2024/5/31,15,IC,EasyCard,B,R24,岡山高醫                ,R16,左營                  ,1,2024/5/31
2024/5/31,17,N-IC,,,R11,高雄車站,R8,三多商圈,2,2024/5/31
2024/5/31,14,IC,EasyCard,A,R15,生態園區                ,O14,鳳山國中                ,1,2024/5/31
2024/5/31,16,IC,icash,A,R6,凱旋                  ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,17,IC,EasyCard,A,O4,前金                  ,O4,前金                  ,1,2024/5/31
2024/5/31,15,IC,CreditCard,A,R15,生態園區,R11,高雄車站,1,2024/5/31
2024/5/31,18,IC,CreditCard,A,R17,世運,R3,小港,1,2024/5/31
2024/5/31,15,IC,iPASS,A,R11,高雄車站                ,OT1,大寮                  ,4,2024/5/31
2024/5/31,11,IC,CreditCard,A,R16,左營,O1,哈瑪星,2,2024/5/31
2024/5/31,13,IC,iPASS,A,O12,鳳山,O13,大東,1,2024/5/31
2024/5/31,17,IC,iPASS,A,R18,油廠國小                ,R22,青埔                  ,1,2024/5/31
2024/5/31,19,IC,iPASS,A,R14,巨蛋                  ,R7,獅甲                  ,3,2024/5/31
2024/5/31,14,IC,iPASS,C01,R12,後驛                  ,R20,後勁                  ,2,2024/5/31
2024/5/31,6,IC,iPASS,A,O14,鳳山國中,O6,信義國小,1,2024/5/31
2024/5/31,12,IC,iPASS,B,R11,高雄車站,R8,三多商圈,1,2024/5/31
2024/5/31,10,IC,iPASS,C01,R19,楠梓科技園區              ,R12,後驛                  ,1,2024/5/31
2024/5/31,17,IC,iPASS,A,O7,文化中心,R8,三多商圈,8,2024/5/31
2024/5/31,7,IC,iPASS,B,O14,鳳山國中,O5/R10,美麗島,4,2024/5/31
2024/5/31,11,IC,CreditCard,A,R14,巨蛋,R22A,橋頭糖廠,1,2024/5/31
2024/5/31,7,IC,iPASS,A,R13,凹子底                 ,OT1,大寮                  ,1,2024/5/31
2024/5/31,16,IC,iPASS,B,R3,小港                  ,R16,左營                  ,9,2024/5/31
2024/5/31,14,IC,iPASS,A,R14,巨蛋,R7,獅甲,1,2024/5/31
2024/5/31,22,IC,iPASS,A,R21,都會公園,R11,高雄車站,1,2024/5/31
2024/5/31,22,IC,iPASS,B,R11,高雄車站                ,R19,楠梓科技園區              ,2,2024/5/31
2024/5/31,19,IC,iPASS,B,R3,小港,R24,岡山高醫,1,2024/5/31
2024/5/31,20,IC,iPASS,A,R21,都會公園                ,R23,橋頭火車站               ,1,2024/5/31
2024/5/31,8,IC,iPASS,A,O4,前金                  ,O9,苓雅運動園區              ,2,2024/5/31
2024/5/31,18,IC,iPASS,A,OT1,大寮,O13,大東,2,2024/5/31
2024/5/31,18,IC,iPASS,A,O2,鹽埕埔                 ,R12,後驛                  ,1,2024/5/31
2024/5/31,13,IC,iPASS,A,O2,鹽埕埔                 ,R7,獅甲                  ,1,2024/5/31
2024/5/31,15,IC,EasyCard,C01,R16,左營                  ,R20,後勁                  ,1,2024/5/31
2024/5/31,8,IC,EasyCard,A,R5,前鎮高中                ,R7,獅甲                  ,1,2024/5/31
2024/5/31,8,IC,iPASS,C02,R11,高雄車站                ,O8,五塊厝                 ,1,2024/5/31
2024/5/31,17,IC,PaymentID,A,R20,後勁,R8,三多商圈,1,2024/5/31
2024/5/31,13,IC,iPASS,B,O1,哈瑪星                 ,R13,凹子底                 ,1,2024/5/31
2024/5/31,17,IC,EasyCard,A,R16,左營                  ,O6,信義國小                ,7,2024/5/31
2024/5/31,13,IC,iPASS,B,OT1,大寮,O12,鳳山,3,2024/5/31
2024/5/31,9,IC,iPASS,A,R7,獅甲,R9,中央公園,2,2024/5/31
2024/5/31,15,IC,iPASS,A,R15,生態園區,O13,大東,1,2024/5/31
2024/5/31,15,IC,iPASS,A,R5,前鎮高中,O13,大東,1,2024/5/31
2024/5/31,17,IC,EasyCard,A,R3,小港                  ,O9,苓雅運動園區              ,1,2024/5/31
2024/5/31,18,IC,iPASS,B,R4A,草衙                  ,R16,左營                  ,3,2024/5/31
2024/5/31,14,IC,CreditCard,A,R16,左營,R9,中央公園,2,2024/5/31
2024/5/31,21,IC,iPASS,C02,R7,獅甲                  ,R14,巨蛋                  ,2,2024/5/31
2024/5/31,8,IC,PaymentID,A,R3,小港,R4,高雄國際機場,1,2024/5/31
2024/5/31,11,IC,iPASS,B,OT1,大寮                  ,R19,楠梓科技園區              ,1,2024/5/31
2024/5/31,19,IC,iPASS,A,R24,岡山高醫,O1,哈瑪星,1,2024/5/31
2024/5/31,20,IC,icash,A,O8,五塊厝                 ,R11,高雄車站                ,1,2024/5/31
2024/5/31,20,IC,iPASS,B,R14,巨蛋                  ,R4A,草衙                  ,1,2024/5/31
2024/5/31,7,IC,iPASS,B,R4,高雄國際機場,O11,鳳山西站,1,2024/5/31
2024/5/31,18,IC,iPASS,A,R17,世運                  ,R11,高雄車站                ,2,2024/5/31
2024/5/31,19,IC,iPASS,A,R21,都會公園,R7,獅甲,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R16,左營                  ,R5,前鎮高中                ,9,2024/5/31
2024/5/31,9,IC,EasyCard,A,R4,高雄國際機場              ,R14,巨蛋                  ,1,2024/5/31
2024/5/31,17,IC,EasyCard,B,R7,獅甲                  ,R3,小港                  ,1,2024/5/31
2024/5/31,6,IC,EasyCard,C01,O14,鳳山國中                ,O13,大東                  ,1,2024/5/31
2024/5/31,19,IC,iPASS,C02,O7,文化中心                ,R3,小港                  ,1,2024/5/31
2024/5/31,19,IC,iPASS,A,R17,世運,O5/R10,美麗島,2,2024/5/31
2024/5/31,20,IC,iPASS,A,R3,小港,O2,鹽埕埔,1,2024/5/31
2024/5/31,15,IC,EasyCard,A,R4,高雄國際機場              ,R8,三多商圈                ,7,2024/5/31
2024/5/31,21,IC,CreditCard,A,R15,生態園區,R24,岡山高醫,1,2024/5/31
2024/5/31,21,IC,iPASS,B,R24,岡山高醫                ,R22,青埔                  ,5,2024/5/31
2024/5/31,22,IC,iPASS,B,O5/R10,美麗島                 ,R13,凹子底                 ,2,2024/5/31
2024/5/31,19,IC,iPASS,B,OT1,大寮,R14,巨蛋,1,2024/5/31
2024/5/31,18,IC,iPASS,C01,R13,凹子底                 ,R21,都會公園                ,2,2024/5/31
2024/5/31,17,IC,iPASS,B,O13,大東,O14,鳳山國中,1,2024/5/31
2024/5/31,8,IC,EasyCard,A,R11,高雄車站                ,O12,鳳山                  ,1,2024/5/31
2024/5/31,17,IC,iPASS,A,R4,高雄國際機場,R16,左營,9,2024/5/31
2024/5/31,14,IC,CreditCard,A,R8,三多商圈,R9,中央公園,4,2024/5/31
2024/5/31,17,IC,iPASS,A,R4,高雄國際機場              ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,18,IC,iPASS,B,R8,三多商圈                ,O4,前金                  ,3,2024/5/31
2024/5/31,10,N-IC,,,R19,楠梓科技園區,R9,中央公園,1,2024/5/31
2024/5/31,8,IC,iPASS,A,R19,楠梓科技園區,R23,橋頭火車站,6,2024/5/31
2024/5/31,17,IC,iPASS,A,O1,哈瑪星,R20,後勁,4,2024/5/31
2024/5/31,21,IC,iPASS,C01,R23,橋頭火車站               ,O6,信義國小                ,1,2024/5/31
2024/5/31,16,IC,iPASS,C01,O7,文化中心                ,R8,三多商圈                ,1,2024/5/31
2024/5/31,8,N-IC,,,R7,獅甲,R5,前鎮高中,1,2024/5/31
2024/5/31,21,IC,iPASS,A,R11,高雄車站                ,O12,鳳山                  ,1,2024/5/31
2024/5/31,10,N-IC,,,O4,前金,O1,哈瑪星,1,2024/5/31
2024/5/31,21,IC,iPASS,A,O13,大東                  ,OT1,大寮                  ,1,2024/5/31
2024/5/31,14,IC,icash,A,R16,左營                  ,R4A,草衙                  ,1,2024/5/31
2024/5/31,8,IC,iPASS,B,O13,大東                  ,R18,油廠國小                ,1,2024/5/31
2024/5/31,18,IC,iPASS,A,R12,後驛,O2,鹽埕埔,2,2024/5/31
2024/5/31,18,IC,iPASS,A,R22,青埔,R16,左營,4,2024/5/31
2024/5/31,7,IC,iPASS,A,R11,高雄車站                ,R15,生態園區                ,1,2024/5/31
2024/5/31,8,IC,iPASS,A,R13,凹子底,R22,青埔,5,2024/5/31
2024/5/31,11,IC,CreditCard,A,R16,左營,O8,五塊厝,1,2024/5/31
2024/5/31,15,IC,iPASS,C01,R3,小港                  ,O13,大東                  ,1,2024/5/31
2024/5/31,17,IC,iPASS,A,R24,岡山高醫                ,R22A,橋頭糖廠                ,1,2024/5/31
2024/5/31,17,IC,iPASS,B,R22,青埔                  ,R23,橋頭火車站               ,3,2024/5/31
2024/5/31,18,IC,iPASS,A,O7,文化中心,R12,後驛,2,2024/5/31
2024/5/31,16,IC,iPASS,C02,R5,前鎮高中                ,R4A,草衙                  ,2,2024/5/31
2024/5/31,13,IC,iPASS,A,O2,鹽埕埔,O10,衛武營,2,2024/5/31
2024/5/31,12,IC,EasyCard,A,R4,高雄國際機場              ,R4A,草衙                  ,5,2024/5/31
2024/5/31,9,IC,EasyCard,A,R3,小港                  ,R19,楠梓科技園區              ,1,2024/5/31
2024/5/31,21,IC,iPASS,A,O9,苓雅運動園區,R3,小港,1,2024/5/31
2024/5/31,6,IC,iPASS,A,O14,鳳山國中,O2,鹽埕埔,2,2024/5/31
2024/5/31,14,N-IC,,,R8,三多商圈,O5/R10,美麗島,1,2024/5/31
2024/5/31,12,IC,iPASS,B,R16,左營,R18,油廠國小,1,2024/5/31
2024/5/31,17,IC,EasyCard,A,O12,鳳山                  ,R24,岡山高醫                ,2,2024/5/31
2024/5/31,19,IC,iPASS,A,R16,左營                  ,O11,鳳山西站                ,4,2024/5/31
2024/5/31,7,IC,iPASS,A,R11,高雄車站,R7,獅甲,35,2024/5/31
2024/5/31,22,N-IC,,,OT1,大寮,R11,高雄車站,1,2024/5/31
2024/5/31,7,IC,iPASS,A,R23,橋頭火車站,R22A,橋頭糖廠,2,2024/5/31
2024/5/31,7,IC,iPASS,B,R14,巨蛋,O1,哈瑪星,1,2024/5/31
2024/5/31,16,IC,iPASS,C01,R5,前鎮高中                ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,16,IC,CreditCard,A,O1,哈瑪星,R11,高雄車站,2,2024/5/31
2024/5/31,21,IC,iPASS,B,R19,楠梓科技園區,R21,都會公園,1,2024/5/31
2024/5/31,22,IC,iPASS,A,R14,巨蛋                  ,R7,獅甲                  ,1,2024/5/31
2024/5/31,23,IC,iPASS,A,R4,高雄國際機場,R8,三多商圈,2,2024/5/31
2024/5/31,22,IC,CreditCard,A,O2,鹽埕埔,R19,楠梓科技園區,1,2024/5/31
2024/5/31,8,IC,iPASS,C01,O14,鳳山國中                ,O10,衛武營                 ,3,2024/5/31
2024/5/31,18,IC,iPASS,A,O10,衛武營                 ,R9,中央公園                ,3,2024/5/31
2024/5/31,22,IC,iPASS,A,O5/R10,美麗島,R21,都會公園,7,2024/5/31
2024/5/31,12,IC,iPASS,A,R3,小港                  ,O8,五塊厝                 ,1,2024/5/31
2024/5/31,18,IC,iPASS,A,R19,楠梓科學園區,R23,橋頭火車站,1,2024/5/31
2024/5/31,18,IC,iPASS,C01,R16,左營                  ,R6,凱旋                  ,2,2024/5/31
2024/5/31,20,IC,EasyCard,A,O12,鳳山                  ,O6,信義國小                ,1,2024/5/31
2024/5/31,10,IC,iPASS,C02,R15,生態園區                ,O13,大東                  ,1,2024/5/31
2024/5/31,8,IC,EasyCard,A,R15,生態園區                ,R4,高雄國際機場              ,1,2024/5/31
2024/5/31,19,IC,iPASS,B,R16,左營,R22,青埔,1,2024/5/31
2024/5/31,13,IC,iPASS,B,R14,巨蛋,R13,凹子底,2,2024/5/31
2024/5/31,16,IC,iPASS,B,R24,岡山高醫                ,R23,橋頭火車站               ,2,2024/5/31
2024/5/31,17,IC,iPASS,A,R17,世運                  ,R16,左營                  ,10,2024/5/31
2024/5/31,18,IC,iPASS,A,R5,前鎮高中,R18,油廠國小,3,2024/5/31
2024/5/31,15,IC,EasyCard,A,R18,油廠國小                ,R11,高雄車站                ,1,2024/5/31
2024/5/31,20,N-IC,,,R9,中央公園,R5,前鎮高中,1,2024/5/31
2024/5/31,21,IC,EasyCard,C02,R4A,草衙                  ,R23,橋頭火車站               ,1,2024/5/31
2024/5/31,8,IC,iPASS,A,R22,青埔,O11,鳳山西站,1,2024/5/31
2024/5/31,7,IC,iPASS,B,O1,哈瑪星                 ,O13,大東                  ,1,2024/5/31
2024/5/31,10,IC,iPASS,C01,O7,文化中心                ,O2,鹽埕埔                 ,3,2024/5/31
2024/5/31,17,IC,EasyCard,A,R3,小港                  ,R5,前鎮高中                ,3,2024/5/31
2024/5/31,16,IC,iPASS,A,O11,鳳山西站                ,R13,凹子底                 ,2,2024/5/31
2024/5/31,0,IC,iPASS,A,O10,衛武營,R22,青埔,1,2024/5/31
2024/5/31,6,IC,iPASS,A,O1,哈瑪星,R23,橋頭火車站,1,2024/5/31
2024/5/31,17,IC,iPASS,B,R12,後驛,R7,獅甲,1,2024/5/31
2024/5/31,9,IC,iPASS,C02,R12,後驛                  ,R14,巨蛋                  ,1,2024/5/31
2024/5/31,9,IC,iPASS,B,R16,左營                  ,R19,楠梓科技園區              ,1,2024/5/31
2024/5/31,14,IC,iPASS,B,O11,鳳山西站,R14,巨蛋,1,2024/5/31
2024/5/31,12,IC,icash,A,O4,前金                  ,R4A,草衙                  ,4,2024/5/31
2024/5/31,17,IC,PaymentID,A,R8,三多商圈,R20,後勁,1,2024/5/31
2024/5/31,20,IC,iPASS,B,R16,左營                  ,R6,凱旋                  ,4,2024/5/31
2024/5/31,20,IC,EasyCard,A,R14,巨蛋                  ,R14,巨蛋                  ,1,2024/5/31
2024/5/31,18,IC,EasyCard,A,R19,楠梓科技園區              ,R12,後驛                  ,2,2024/5/31
2024/5/31,8,IC,iPASS,A,R23,橋頭火車站,R15,生態園區,2,2024/5/31
2024/5/31,12,IC,iPASS,B,R16,左營                  ,R18,油廠國小                ,2,2024/5/31
2024/5/31,22,IC,EasyCard,A,R4A,草衙                  ,R7,獅甲                  ,6,2024/5/31
2024/5/31,7,IC,iPASS,A,O1,哈瑪星,R16,左營,5,2024/5/31
2024/5/31,20,IC,iPASS,A,R19,楠梓科學園區,R3,小港,6,2024/5/31
2024/5/31,18,IC,iPASS,A,R9,中央公園                ,O12,鳳山                  ,1,2024/5/31
2024/5/31,9,IC,iPASS,C01,O8,五塊厝                 ,O12,鳳山                  ,1,2024/5/31
2024/5/31,14,IC,iPASS,A,R24,岡山高醫,R14,巨蛋,4,2024/5/31
2024/5/31,14,N-IC,,,R8,三多商圈,R19,楠梓科技園區,5,2024/5/31
2024/5/31,7,IC,iPASS,B,R20,後勁,R9,中央公園,1,2024/5/31
2024/5/31,10,IC,EasyCard,A,R16,左營                  ,R18,油廠國小                ,5,2024/5/31
2024/5/31,16,IC,iPASS,A,R16,左營,R7,獅甲,4,2024/5/31
2024/5/31,20,IC,iPASS,C01,O6,信義國小                ,R15,生態園區                ,1,2024/5/31
2024/5/31,18,IC,EasyCard,B,R11,高雄車站                ,O2,鹽埕埔                 ,2,2024/5/31
2024/5/31,18,IC,iPASS,B,R13,凹子底                 ,R19,楠梓科技園區              ,3,2024/5/31
2024/5/31,17,IC,PaymentID,A,R19,楠梓科技園區,R16,左營,5,2024/5/31
2024/5/31,8,IC,iPASS,C02,R5,前鎮高中                ,R16,左營                  ,1,2024/5/31
2024/5/31,10,IC,EasyCard,A,R8,三多商圈                ,R11,高雄車站                ,11,2024/5/31
2024/5/31,13,IC,iPASS,A,R24,岡山高醫                ,R14,巨蛋                  ,5,2024/5/31
2024/5/31,21,IC,iPASS,B,O7,文化中心,R8,三多商圈,1,2024/5/31
2024/5/31,15,IC,CreditCard,A,O5/R10,美麗島,O13,大東,1,2024/5/31
2024/5/31,17,IC,iPASS,B,R13,凹子底,R22A,橋頭糖廠,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R15,生態園區                ,R21,都會公園                ,3,2024/5/31
2024/5/31,13,IC,EasyCard,A,O14,鳳山國中                ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R16,左營,R22,青埔,6,2024/5/31
2024/5/31,8,IC,iPASS,A,R23,橋頭火車站,R11,高雄車站,5,2024/5/31
2024/5/31,14,IC,iPASS,A,OT1,大寮,O7,文化中心,3,2024/5/31
2024/5/31,7,IC,iPASS,A,R19,楠梓科技園區              ,R4,高雄國際機場              ,2,2024/5/31
2024/5/31,9,IC,iPASS,A,R9,中央公園                ,R11,高雄車站                ,3,2024/5/31
2024/5/31,15,IC,iPASS,B,O1,哈瑪星                 ,R11,高雄車站                ,17,2024/5/31
2024/5/31,8,IC,iPASS,A,R16,左營,O1,哈瑪星,8,2024/5/31
2024/5/31,9,IC,iPASS,A,R5,前鎮高中,O13,大東,1,2024/5/31
2024/5/31,11,IC,iPASS,A,R8,三多商圈                ,O2,鹽埕埔                 ,1,2024/5/31
2024/5/31,18,IC,iPASS,B,R22,青埔                  ,R15,生態園區                ,1,2024/5/31
2024/5/31,18,IC,iPASS,A,R4,高雄國際機場              ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,17,IC,iPASS,B,R12,後驛                  ,R16,左營                  ,22,2024/5/31
2024/5/31,16,IC,EasyCard,A,R16,左營                  ,R4,高雄國際機場              ,14,2024/5/31
2024/5/31,20,IC,iPASS,A,O2,鹽埕埔                 ,O7,文化中心                ,3,2024/5/31
2024/5/31,14,IC,iPASS,A,O8,五塊厝,R14,巨蛋,3,2024/5/31
2024/5/31,7,IC,iPASS,B,R24,岡山高醫                ,R12,後驛                  ,1,2024/5/31
2024/5/31,17,IC,iPASS,A,R4,高雄國際機場              ,R14,巨蛋                  ,3,2024/5/31
2024/5/31,8,IC,iPASS,A,R8,三多商圈,O13,大東,2,2024/5/31
2024/5/31,14,IC,iPASS,B,O10,衛武營                 ,R16,左營                  ,1,2024/5/31
2024/5/31,6,IC,EasyCard,A,R18,油廠國小                ,O11,鳳山西站                ,1,2024/5/31
2024/5/31,9,IC,iPASS,A,R18,油廠國小,R5,前鎮高中,2,2024/5/31
2024/5/31,10,IC,iPASS,A,R4,高雄國際機場              ,R14,巨蛋                  ,3,2024/5/31
2024/5/31,17,IC,EasyCard,A,O2,鹽埕埔                 ,O9,苓雅運動園區              ,2,2024/5/31
2024/5/31,14,IC,iPASS,A,R6,凱旋,R7,獅甲,1,2024/5/31
2024/5/31,13,IC,iPASS,B,R21,都會公園                ,R13,凹子底                 ,1,2024/5/31
2024/5/31,23,IC,iPASS,A,R8,三多商圈,OT1,大寮,3,2024/5/31
2024/5/31,20,IC,iPASS,A,R15,生態園區,R5,前鎮高中,3,2024/5/31
2024/5/31,18,IC,iPASS,A,O2,鹽埕埔,R22,青埔,3,2024/5/31
2024/5/31,22,IC,iPASS,A,R14,巨蛋                  ,R15,生態園區                ,3,2024/5/31
2024/5/31,12,IC,EasyCard,A,R4,高雄國際機場              ,R13,凹子底                 ,1,2024/5/31
2024/5/31,19,IC,EasyCard,A,R13,凹子底                 ,R19,楠梓科技園區              ,1,2024/5/31
2024/5/31,17,IC,iPASS,A,O11,鳳山西站,O4,前金,6,2024/5/31
2024/5/31,16,N-IC,,,R5,前鎮高中,O2,鹽埕埔,1,2024/5/31
2024/5/31,16,IC,EasyCard,A,R8,三多商圈                ,O2,鹽埕埔                 ,3,2024/5/31
2024/5/31,17,IC,iPASS,C01,O14,鳳山國中                ,OT1,大寮                  ,1,2024/5/31
2024/5/31,13,IC,iPASS,A,R4A,草衙                  ,O11,鳳山西站                ,2,2024/5/31
2024/5/31,6,IC,EasyCard,A,R11,高雄車站                ,R4,高雄國際機場              ,6,2024/5/31
2024/5/31,16,IC,iPASS,B,R13,凹子底,R8,三多商圈,2,2024/5/31
2024/5/31,12,IC,PaymentID,A,O13,大東,R21,都會公園,1,2024/5/31
2024/5/31,14,IC,iPASS,A,R19,楠梓科技園區,R4,高雄國際機場,1,2024/5/31
2024/5/31,19,IC,iPASS,A,R14,巨蛋,O9,苓雅運動園區,5,2024/5/31
